show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s3869,Movie,From Nothin,Stickgang Biz,"Stickgang Biz, Macc Dundee, Freeway Ricky Ross, Scruncho, Hakeem Lo, Genesis Newsome, Efrem Peoples, Steven Ewing jr, Anita Stixrud, Blair Partlow, Adejah Samuels",,,2020,18+,109 min,"Action, Drama, Suspense","Two brothers Biz and Aach clash on a deal gone wrong, killing each one's best friend. One brother, Aach gets connected with The Cartel but betrays his connect, Chula in the worst way. His brother, Biz has his back through the good and the bad, until the bad becomes too much. Detective, Coffee stumbles across a smal deal that will lead her to the Cartel if she resist a dope boy's charm."
s3870,Movie,Flight of the Fury,Michael Keusch,"Steven Seagal, Steve Toussaint, Angus MacInnes, Mark Bazeley, Ciera Payton",,,2007,R,98 min,"Action, Suspense",A United States Air Force special ops agent betrayed by his own agency is forced back into active duty when a top secret stealth bomber is hijacked by a dangerous terrorist group in this action-packed tale of international intrigue starring Steven Seagal.
s3871,Movie,Fixies vs. Crabots,"Vasiko Bedoshvili, Oleg Uzhinov, Ivan Pshonkin","Ed Swidey, Susie Stevens, Grace Gonglewski, Ben Snyder",,,2019,13+,85 min,"Action, Animation, Kids","Professor Eugenius is a brilliant scientist and a very good friend of the Fixies, who kept their secret for a long time. He has a scientic rival, Erika, who finds out about the Fixies and challenges the Professor to have a scientific duel between the Fixies and her newest creation: crabbots."
s3872,Movie,Falling for Christmas,Christie Will Wolf,"Leah Renee, Niall Matter, Lisa Whechel, Michael Tiegen",,,2017,7+,86 min,Romance,When champion figure skater Claire becomes injured she is sent to a rehabilitation center in the snowy mountains where she meets and falls for a local ice fisherman who shows her there is more to life than competition.
s3873,Movie,Faith's Song,Frank Hutto,"Hayden Grace McCoy, George Dinsmore, Todd Shevchik",,,2017,7+,103 min,Drama,A young girl's faith is tested when her parents are suddenly killed in a car accident and she's forced to move in with relatives who don't share her belief in God.
s3874,Movie,Extraordinary: The Seeding,Jon Sumple,"April Malloy, Geraldine Orozco, Robert Fullington, Richard Dolan, Barbara Lamb, Yvonne Smith, Marc D'Antonio, Alejandro Rojas, Chase Kloetzke, Susan Bedell, Melinda Leslie, Sierra Neblina, Maren Mastin, Jason Friend",,,2019,13+,104 min,"Documentary, Science Fiction","Through in-depth harrowing interviews with contactees and frank conversations with ufology experts, Extraordinary: The Seeding explores alien hybridization programs, why they're happening and their impact on humanity."
s3875,Movie,Extracted,Nir Paniry,"Sasha Roiz, Jenny Mollen, Dominic Bogart",,,2013,R,89 min,"Action, Science Fiction","A scientist invents a technique to enter people's memories deep within their subconscious when their mind is at its most vulnerable state. When he is tasked with entering a convicted criminal's mind to see whether he committed murder, he is faced with his most dangerous and risky memory extraction ever."
s3876,Movie,Everything and Nothing,Nic Stacey,,,,2016,PG-13,118 min,"Documentary, Special Interest","This award-winning film takes us on an epic journey to uncover the true size of the smallest particles in nature and the science of empty space, which scientists now believe is teeming with energy and exotic matter. Part science, part philosophy, and part history, this film offers a gripping and spectacular exploration of cutting-edge science with one of the greatest science TV hosts in our time."
s3877,Movie,Every Little Step,"Adam Del Deo, James D. Stern","Sarah Jessica Parker, Liza Minnelli",,,2009,PG-13,93 min,"Arts, Entertainment, and Culture, Documentary","Follows the plight of real-life dancers as they struggle through auditions for the Broadway revival of ""A Chorus Line"". Also investigates the history of the show and the creative minds behind the original and current incarnations."
s3878,Movie,Evening Rain for Sleep 8 hours,Mark Knight,,,,2016,ALL,480 min,Special Interest,Sharecare Windows presents sleep-inducing rain falling on leaves accompanied by natural thunderstorm sounds recorded on location. This dark-screen video helps reduce the blue-spectrum light waves emitted from your TV or screen that are known to interfere with REM sleep. Also view Restful Rain for daytime relaxation. Used in hundreds of U.S. hospitals.
s3879,Movie,Evaru,Venkat Ramji,"Adivi Sesh, Regina Cassandra, Naveen Chandra",India,,2019,13+,115 min,"Drama, International","When a high-ranking police official is killed by his alleged rape victim, Sub-inspector Vikram Vasudev is entrusted with investigating what seems like an open-and-shut case. As he delves deeper, Vikram finds the case spiraling into a dark tale filled with unexpected surprises."
s3880,Movie,"ETs Among Us 3: Secret Space Program, Alien Psychics & Crop Circle Clues",Cybela Clare,"Robert Dean, Linda Moulton Howe, Robert Morningstar, Nick Pope, Richard Dolan, Nikos Alexacos",,,2018,13+,58 min,"Documentary, Special Interest","Episode 3 in Cybela Clare's award-winning ""ETs Among Us"" series covers even more uncharted territory: a top secret space program run by humans, alien telepathy and human/ET communicators/translators, and new areas of the alien abduction phenomenon. Award-winning researcher Linda Moulton Howe reveals surprising clues, analyzing the ongoing and decades-long worldwide crop circle phenomenon."
s3881,Movie,Elvis & Nixon,Liza Johnson,"Michael Shannon, Kevin Spacey, Alex Pettyfer, Johnny Knoxville, Colin Hanks, Evan Peters, Sky Ferreira, Tracey Letts, Tate Donovan, Ashley Benson",,,2016,R,86 min,"Comedy, Historical","The untold true story behind the meeting between the King of Rock 'n Roll and President Nixon, resulting in this revealing, yet humorous moment immortalized in the most requested photograph in the National Archives."
s3882,Movie,Elvira: Mistress of the Dark,James Signorelli,"Cassandra Peterson, Susan Kellerman, Jeff Conaway",,,1998,PG-13,96 min,"Comedy, Horror","Elvira busts out in her outrageously funny feature film debut! Wise-cracking vamp, Elvira, wants to put on a show in Las Vegas but she's short $50,000, so when she learns that her wealthy Aunt Morgana has just died, she rushes off to old-fashioned, conservative Falwell, Massachusetts, for the reading of the will."
s3883,Movie,Elimination Game,Jon Hewitt,"Dominic Purcell, Viva Bianca, Robert Taylor",,,2015,,90 min,Action,"In the wake of a shocking civilian massacre in a foreign war zone, disgraced Navy SEAL Rick Tyler is sentenced to rot in a maximum security military prison until he is offered the opportunity to put his life on the line to win his freedom."
s3884,Movie,Echoes of Fear,"Brian Avenet-Bradley, Laurence Avenet-Bradley","Trista Robinson, Hannah Race, Marshal Hilton, Paul Chirico, Elif Savas",,,2019,13+,89 min,Horror,"After inheriting her grandfather's house, Alysa must confront the mystery of his sudden death and the evil that hides inside."
s3885,Movie,Durgamati - The Myth,Ashok G.,"Bhumi Pednekar, Arshad Warsi, Jisshu Sengupta, Mahie Gill, Karan Kapadia",India,,2020,16+,156 min,"Horror, Suspense","In the skullduggery world of politics and crime, an innocent Chanchal has to put all on the line to prove her innocence and bring justice to Shakti and the people that he loved so much. As she gets embroiled deep in a web of deceit, Chanchal must face powers both natural and supernatural to fulfil her destiny."
s3886,Movie,Driving Licence,Jean Paul Lal,"Prithviraj Sukumaran, Suraj Venjaramood, Deepti Sati, Miya George",India,,2019,13+,133 min,Drama,"Super Star Hareendran is Well Known for his Driving Skills and Craze towards Motor Cars. Kuruvila Joseph, the Motor Vehicle Inspector of the Town is a Die Hard Fan of Hareendran. To complete the shoot of his latest film Hareendran needs to submit his license, which he discovers is missing. In order to get a new license urgently, Hareendran goes to Kuruvilla, his biggest fan."
s3887,Movie,Doug Stanhope: Comedians' Comedian's Comedians,Brian Hennigan,"Doug Stanhope, Morgan Murphy, Brendon Walsh, Glenn Wool",,,2017,18+,60 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Doug Stanhope has traveled the world and made himself a real comedian's comedian. Check him out with Brendon Walsh, Morgan Murphy, and Glenn Wool in this comedy special shot during Austin, TX's South by Southwest."
s3888,Movie,Deadlocked,Josh Bailey,"Taylor Tunes, Kyle English, William Poole, Sophie Giberson, Nick Champa, Abby Jacoby-Thompson, Gabriel Behrmann, John Branch, Kyle Stoltz, Laura Welsh, John K. Duddy, Sydney Langford",,,2021,16+,79 min,Horror,"While a zombie virus breaks out, one group of elevator passengers suddenly finds themselves stranded inside while the outbreak ravages the city. This ragtag crew of strangers must band together for a fighting chance of survival against an infected rider and the clever horde that awaits them outside."
s3889,Movie,Dead Space: Aftermath,Mike Disa,"Christopher Judge, Gwendoline Yeo, Peter Woodward, Ricardo Chavira",United States,,2011,ALL,78 min,"Animation, Suspense","Based on the much anticipated EA videogame Dead Space 2, Dead Space: Aftermath is a fast paced, horrifying thrill ride set in 2059 that follows the four surviving ship crew members of the USG O'Bannon."
s3890,Movie,Dead End,William Wyler,"Silvia Sydney, Joel McCrea, Humphrey Bogart",,,1937,13+,92 min,Drama,"The lives of a young man and woman, an infamous gangster and a group of street kids converge one day in a volatile New York City slum."
s3891,Movie,Day of the Falcon,Jean-Jacques Annaud,"Antonio Banderas, Freida Pinto, Mark Strong, Tahar Rahim",,,2013,R,130 min,"Action, Adventure, Drama","To find peace after a long and bloody war, two kings declared a large piece of desert, the Yellow Belt, neutral territory, which neither king can claim. But when it is discovered that there is oil in the Yellow Belt, one king breaks the peace treaty and begins drilling for oil. Now, the kings are at war again and it is up to a young prince to find a way to bring peace, and prosperity, to the land."
s3892,Movie,Dabangg 3,Prabhudeva,"Salman Khan, Kichcha Sudeepa, Sonakshi Sinha, Arbaaz Khan, Saiee Manjrekar",,,2019,13+,148 min,"Action, Romance","Dabangg 3 is a high-voltage tongue-in-cheek story of a famous cop, Chulbul Pandey, an Uttar Pradesh cop who calls himself Robin Hood Pandey. Things take an unexpected turn when his past comes to haunt him as the face of the main antagonist of the film, Balli. Circumstances force Chulbul to take up the righteous path to protect his loved ones and family and do what is right in the eyes of the law."
s3893,Movie,D.L. Hughley: Clear,Jay Chapman,D.L. Hughley,,,2014,18+,59 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Politically insightful legendary comedian, D.L. Hughley, takes the stage at the Regency Theatre in San Francisco. Hughley riffs on current affairs and reviews everything from legalizing marijuana to the value of having nosey white neighbors."
s3894,Movie,Cromwell,Ken Hughes,"Richard Harris, Alec Guinness, Robert Morley, Dorothy Tutin, Frank Finlay, Timothy Dalton, Charles Gray, Michael Jayston, Patrick Magee",,,1970,G,140 min,"Action, Drama","Oliver Cromwell can no longer tolerate King Charles' policies, and the self-interest of the ruling class, and leads a civil war to install Parliament as the ultimate ruler of England."
s3895,Movie,Crazy Kind of Love,Sarah Siegel-Magness,"Virginia Madsen, Graham Rogers, Amanda Crew",,,2013,R,90 min,Comedy,"While re-evaluating her life, a mother relies on her stoner son and his awkward brother to keep life interesting. When an unlikely romance blossoms between the youngest son and the girl next door, she realizes the key to her happiness can be found where she least expects it."
s3896,Movie,Cottage Country,Peter Wellington,"Malin Akerman, Tyler Labine, Lucy Punch, Daniel Petronijevic",,,2013,,91 min,"Comedy, Horror, Suspense","A romantic weekend away turns comically deadly when after accidentally killing his brother, Todd and his fiance must dispose of the evidence and anyone who might suspect them. As the party rages on, the body count rises."
s3897,Movie,Coolie No. 1 (4K UHD),David Dhawan,"Varun Dhawan, Sara Ali Khan, Paresh Rawal, Javed Jaffery, Rajpal Yadav, Sahil Vaid, Johny Lever, Shikha Talsania, Vikas Verma, Anil Dhawan, Manoj Joshi, Bharti Achrekar",India,,2020,13+,135 min,"Comedy, Drama","After being insulted by a rich businessman named Rosario, pandit Jai Kishen teaches him a lesson by getting his daughter married to Raju - a Coolie posing as a millionaire. Soon Raju’s real indentity is exposed but he cooks up a story of having a filthy rich twin. One lie leads to another and things start to go out of hand."
s3898,Movie,"Coming Convergence, The",Brent Miller Jr,"Jack Hibbs, Ray Bentley, Erin Hawkins, Allen Farmer, Tom Hughes",,,2017,,102 min,"Documentary, Drama, Special Interest","Can we truly know the day of our demise? Jesus chastised religious leaders in ancient Jerusalem for not knowing the time of His first arrival. Will the prophesied ""final generation"" today make the same mistake?"
s3899,Movie,Come to Daddy,Ant Timpson,"Elijah Wood, Stephen McHattie, Michael Smiley, Madeleine Sami, Simon Chin",,,2020,R,96 min,Suspense,Elijah Wood is a man in his thirties who receives an invitation to a remote cabin for a visit with his father after a lifetime of estrangement. What he gets is much more than he ever expected!
